# These data have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
#,,,,,,,,,,
#SITE_ABB: A text abbreviation of the site name primarily for use within the National Water Quality Program,,,,,,,,,,
#SITE_QW_ID: Unique USGS station number indicating location where water-quality samples are collected (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text),,,,,,,,,,
#SITE_FLOW_ID: Typically a unique USGS station number indicating location where streamflow data is recorded. In some instances these data are obtained from outside sources--in those cases the site number used by that entity is displayed, if no site number is available an abbreviated indicator of the collecting agency is displayed  (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text) ,,,,,,,,,
#CONSTIT: A character abbreviation indicative of the water-quality constituent being reported. Values include NO3_NO2: nitrate plus nitrite, filtered as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration; NH3: ammonia, filtered as N; OP: orthophosphate, filtered, as P; TKN: total Kjeldahl nitrogen, as N; SI: silica, filtered, as SiO2,,,
#WY: A numeric identifier of the water year in which data were recorded.  A water year is defined as the 12-month period October 1, for any given year through September 30, of the following year. The water year is designated by the calendar year in which it ends.,,,,,,,,
#MODTYPE: A character indicator of the type of model used to compute water-quality loads. Values include COMP indicating the composite method; CONTIN indicating loads were computed through the use of continuous nitrate data; DAILY indicating data were computed using daily values (SSC only); REG indicating models were computed using regression methods described in the technical information portion of the website using a 5-year moving window; REG_2; REG_3; REG_4 indicating models were computed using regression methods described in the technical information portion of the website but with a 2 3 or 4-year moving windows (respectively) as opposed to a 5-year moving window; REG_PRELIM indicating that a model was developed using data collecting during the initial 2-4 years in which a site was sampled; models at these sites will continue to be updated until 5 years of data are collected; and REGHIST indicating that models were computed according to procedures described in Aulenbach and others (2007),,,,,,,,,,
#TONS: Annual water-quality load measured in tons,,,,,,,,,,
#TONS_L95: Lower 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#TONS_U95: Upper 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#FWC: Flow-weighted constituent concentration in milligrams per liter per year,,,,,,,,,,
#YIELD: Water-quality constituent yield; in tons per square mile; defined as the load divided by the upstream drainage area of the water-quality site.  Yields are not computed (and are listed as NA) for Mississippi and Atchafalaya River sites downstream from the Old River diversion.,,,,,,,,,,
SITE_ABB,SITE_QW_ID,SITE_FLOW_ID,CONSTIT,WY,MODTYPE,TONS,TONS_L95,TONS_U95,FWC,YIELD
TDAL,8057410,8057410,NO3_NO2,2013,REG,8280,7430,9200,8.31,1.32
TDAL,8057410,8057410,NO3_NO2,2014,REG,7630,6800,8520,7.77,1.22
TDAL,8057410,8057410,NO3_NO2,2015,REG,8420,7350,9610,1.51,1.34
TDAL,8057410,8057410,NO3_NO2,2016,REG,9170,8180,10300,1.14,1.46
TDAL,8057410,8057410,OP,1993,REG,1220,1090,1360,0.353,0.194
TDAL,8057410,8057410,OP,1994,REG,1110,1050,1170,0.389,0.177
TDAL,8057410,8057410,OP,1995,REG,1140,1040,1260,0.254,0.182
TDAL,8057410,8057410,OP,1996,REG,966,889,1050,1.11,0.154
TDAL,8057410,8057410,OP,1997,REG,1230,1130,1340,0.273,0.196
TDAL,8057410,8057410,OP,1998,REG,1050,995,1110,0.398,0.167
TDAL,8057410,8057410,OP,1999,REG,1140,1050,1230,0.735,0.182
TDAL,8057410,8057410,OP,2003,REG,1200,1070,1340,0.795,0.191
TDAL,8057410,8057410,OP,2004,REG,1210,1100,1330,0.424,0.193
TDAL,8057410,8057410,OP,2005,REG,1240,1140,1340,0.559,0.198
TDAL,8057410,8057410,OP,2006,REG,1330,1160,1530,1.06,0.212
TDAL,8057410,8057410,OP,2007,REG,1320,1180,1470,0.299,0.21
TDAL,8057410,8057410,OP,2008,REG,1270,1190,1350,0.531,0.202
TDAL,8057410,8057410,OP,2009,REG,1240,1160,1340,0.707,0.198
TDAL,8057410,8057410,OP,2010,REG,945,854,1040,0.209,0.151
TDAL,8057410,8057410,OP,2011,REG,987,876,1110,0.903,0.157
TDAL,8057410,8057410,OP,2012,REG,924,817,1040,0.475,0.147
TDAL,8057410,8057410,OP,2013,REG,971,859,1090,0.974,0.155
TDAL,8057410,8057410,OP,2014,REG,1030,912,1160,1.05,0.164
TDAL,8057410,8057410,OP,2015,REG,1090,974,1210,0.196,0.174
TDAL,8057410,8057410,OP,2016,REG,850,751,957,0.105,0.135
TDAL,8057410,8057410,SI,1993,REG,16400,15000,17800,4.75,2.61
TDAL,8057410,8057410,SI,1994,REG,15500,14500,16700,5.43,2.47
TDAL,8057410,8057410,SI,1995,REG,25300,22100,28800,5.64,4.03
TDAL,8057410,8057410,SI,1996,REG,6100,5740,6470,7.01,0.972
TDAL,8057410,8057410,SI,1997,REG,27100,23100,31700,6.02,4.32
TDAL,8057410,8057410,SI,1998,REG,14700,12800,16800,5.57,2.34
TDAL,8057410,8057410,SI,1999,REG,10000,9290,10800,6.45,1.59
TDAL,8057410,8057410,SSC,1993,REG_3,511000,377000,678000,148,81.4
TDAL,8057410,8057410,SSC,1994,REG_3,567000,370000,834000,199,90.3
TDAL,8057410,8057410,SSC,1995,REG_3,891000,582000,1310000,199,142
TDAL,8057410,8057410,SSC,2003,REG,340000,227000,491000,225,54.2
TDAL,8057410,8057410,SSC,2004,REG,679000,483000,928000,238,108
TDAL,8057410,8057410,SSC,2005,REG,347000,247000,475000,157,55.3
TDAL,8057410,8057410,SSC,2006,REG,248000,126000,442000,198,39.5
TDAL,8057410,8057410,SSC,2007,REG,928000,670000,1250000,210,148
TDAL,8057410,8057410,SSC,2008,REG,387000,292000,503000,162,61.6
TDAL,8057410,8057410,SSC,2009,REG,470000,293000,717000,268,74.9
TDAL,8057410,8057410,SSC,2010,REG,746000,572000,958000,165,119
TDAL,8057410,8057410,SSC,2011,REG,259000,181000,361000,237,41.3
TDAL,8057410,8057410,SSC,2012,REG,508000,363000,692000,261,80.9
TDAL,8057410,8057410,SSC,2013,REG,188000,143000,242000,189,29.9
TDAL,8057410,8057410,SSC,2014,REG,118000,94300,146000,120,18.8
TDAL,8057410,8057410,SSC,2015,REG,987000,748000,1280000,177,157
TDAL,8057410,8057410,SSC,2016,REG,1330000,1080000,1630000,165,212
TDAL,8057410,8057410,TN,1993,REG,10900,9050,13000,3.16,1.74
TDAL,8057410,8057410,TN,1994,REG,9590,8080,11300,3.36,1.53
TDAL,8057410,8057410,TN,1995,REG,11500,9400,14000,2.56,1.83
TDAL,8057410,8057410,TN,1996,REG,5680,4300,7370,6.53,0.905
TDAL,8057410,8057410,TN,1997,REG,9190,7090,11700,2.04,1.46
TDAL,8057410,8057410,TN,1998,REG,8880,7660,10200,3.37,1.41
TDAL,8057410,8057410,TN,1999,REG,10300,8330,12500,6.65,1.64
TDAL,8057410,8057410,TN,2009,REG_3,12600,11100,14300,7.18,2.01
TDAL,8057410,8057410,TN,2010,REG_3,16700,14600,19100,3.69,2.66
TDAL,8057410,8057410,TN,2013,REG_3,9450,8650,10300,9.48,1.51
TDAL,8057410,8057410,TN,2014,REG_3,9070,8460,9710,9.24,1.44
TDAL,8057410,8057410,TN,2015,REG_3,14000,12800,15200,2.51,2.23
TDAL,8057410,8057410,TN,2016,REG_4,16000,14900,17100,1.98,2.55
TDAL,8057410,8057410,TP,1993,REG,1650,1120,2330,0.478,0.263
TDAL,8057410,8057410,TP,1994,REG,1640,1100,2350,0.574,0.261
TDAL,8057410,8057410,TP,1995,REG,1910,15.9,12600,0.426,0.304
TDAL,8057410,8057410,TP,1996,REG,1110,782,1520,1.28,0.177
TDAL,8057410,8057410,TP,1997,REG,1750,352,5390,0.389,0.279
TDAL,8057410,8057410,TP,1998,REG,1560,887,2540,0.591,0.248
TDAL,8057410,8057410,TP,1999,REG,1610,1130,2230,1.04,0.256
TDAL,8057410,8057410,TP,2005,REG,1630,1530,1730,0.735,0.26
TDAL,8057410,8057410,TP,2006,REG,1640,1500,1770,1.31,0.261
TDAL,8057410,8057410,TP,2007,REG,2160,2010,2330,0.489,0.344
TDAL,8057410,8057410,TP,2008,REG,1620,1510,1740,0.677,0.258
TDAL,8057410,8057410,TP,2009,REG,1700,1590,1820,0.969,0.271
TDAL,8057410,8057410,TP,2010,REG,1870,1730,2020,0.413,0.298
TDAL,8057410,8057410,TP,2011,REG,1250,1150,1370,1.14,0.199
TDAL,8057410,8057410,TP,2012,REG,1390,1270,1530,0.715,0.221
TDAL,8057410,8057410,TP,2013,REG,1190,1090,1290,1.19,0.19
TDAL,8057410,8057410,TP,2014,REG,1200,1130,1280,1.22,0.191
TDAL,8057410,8057410,TP,2015,REG,2010,1770,2280,0.361,0.32
TDAL,8057410,8057410,TP,2016,REG,2090,1840,2360,0.259,0.333
ROSH,8116650,8116650,NH3,2008,REG,9.26,0.406,48,0.00211,0.000204
ROSH,8116650,8116650,NH3,2009,REG,35.9,4.24,138,0.0197,0.000792
ROSH,8116650,8116650,NH3,2010,REG,297,86.9,750,0.0266,0.00655
ROSH,8116650,8116650,NH3,2011,REG,19.1,7.34,41.2,0.0202,0.000421
ROSH,8116650,8116650,NH3,2012,REG,105,27.7,279,0.0231,0.00232
ROSH,8116650,8116650,NH3,2013,REG,39.7,12.8,94.6,0.0473,0.000876
ROSH,8116650,8116650,NH3,2014,REG,101,51.1,180,0.0304,0.00223
ROSH,8116650,8116650,NH3,2015,REG,242,140,391,0.0187,0.00534
ROSH,8116650,8116650,NH3,2016,REG,570,365,849,0.0221,0.0126
ROSH,8116650,8116650,NO3_NO2,2016,REG,39000,21200,65800,1.51,0.86
ROSH,8116650,8116650,OP,2016,REG,2680,1720,3970,0.104,0.0591
ROSH,8116650,8116650,SI,2012,REG,49700,27900,82000,10.9,1.1
ROSH,8116650,8116650,SI,2013,REG,8130,5410,11800,9.69,0.179
ROSH,8116650,8116650,SI,2014,REG,28600,15000,49800,8.62,0.631
ROSH,8116650,8116650,SI,2015,REG,179000,85300,332000,13.8,3.95
ROSH,8116650,8116650,SSC,2008,REG,1780000,1020000,2900000,405,39.3
ROSH,8116650,8116650,SSC,2009,REG,2040000,883000,4050000,1120,45
ROSH,8116650,8116650,SSC,2010,REG,12900000,5720000,25100000,1160,285
ROSH,8116650,8116650,SSC,2011,REG,262000,176000,375000,278,5.78
ROSH,8116650,8116650,SSC,2012,REG,4060000,1820000,7880000,894,89.5
ROSH,8116650,8116650,SSC,2013,REG,324000,180000,540000,386,7.15
ROSH,8116650,8116650,SSC,2014,REG,2230,1620,2990,0.672,0.0492
ROSH,8116650,8116650,SSC,2015,REG,8850000,5820000,12900000,682,195
ROSH,8116650,8116650,SSC,2016,REG,17900000,13800000,22800000,693,395
ROSH,8116650,8116650,TN,2008,REG,7860,6400,9560,1.79,0.173
ROSH,8116650,8116650,TN,2009,REG,3190,2700,3750,1.75,0.0704
ROSH,8116650,8116650,TN,2010,REG,22000,19400,24800,1.97,0.485
ROSH,8116650,8116650,TN,2011,REG,1630,1450,1840,1.73,0.036
ROSH,8116650,8116650,TN,2012,REG,10000,8650,11600,2.2,0.221
ROSH,8116650,8116650,TN,2013,REG,2210,1930,2520,2.63,0.0487
ROSH,8116650,8116650,TN,2014,REG,7950,6360,9810,2.4,0.175
ROSH,8116650,8116650,TN,2015,REG,23500,19700,27900,1.81,0.518
ROSH,8116650,8116650,TN,2016,REG,51700,44900,59300,2,1.14
ROSH,8116650,8116650,TP,2008,REG,1350,1050,1710,0.307,0.0298
ROSH,8116650,8116650,TP,2009,REG,1010,796,1260,0.554,0.0223
ROSH,8116650,8116650,TP,2010,REG,4980,4170,5900,0.447,0.11
ROSH,8116650,8116650,TP,2011,REG,211,185,239,0.224,0.00465
ROSH,8116650,8116650,TP,2012,REG,2640,2120,3250,0.581,0.0582
ROSH,8116650,8116650,TP,2013,REG,379,321,444,0.452,0.00836
ROSH,8116650,8116650,TP,2014,REG,2230,1620,2990,0.672,0.0492
ROSH,8116650,8116650,TP,2015,REG,7960,6350,9840,0.614,0.176
ROSH,8116650,8116650,TP,2016,REG,11700,9070,14800,0.453,0.258
ELPA,8364000,IBWC-08-3640,NH3,1993,REG,15.8,7.61,29.2,0.049,0.000491
ELPA,8364000,IBWC-08-3640,NH3,1994,REG,15.7,9.89,23.8,0.0675,0.000487
ELPA,8364000,IBWC-08-3640,NH3,1995,REG,11.9,6.94,19.2,0.0673,0.000369
ELPA,8364000,IBWC-08-3640,NH3,1996,REG,6.69,3.67,11.2,0.0671,0.000208
ELPA,8364000,IBWC-08-3640,NH3,1997,REG,2.79,1.48,4.8,0.0293,0.0000866
ELPA,8364000,IBWC-08-3640,NH3,1998,REG,8.42,5.56,12.2,0.0838,0.000261
ELPA,8364000,IBWC-08-3640,NH3,1999,REG,4.93,2.96,7.74,0.0607,0.000153
ELPA,8364000,IBWC-08-3640,NH3,2000,REG,5.51,3,9.3,0.0557,0.000171
ELPA,8364000,IBWC-08-3640,NH3,2001,REG,8.66,5.16,13.7,0.0758,0.000269
ELPA,8364000,IBWC-08-3640,NH3,2002,REG,30.1,14.3,56.3,0.18,0.000934
ELPA,8364000,IBWC-08-3640,NH3,2003,REG,67.1,38,110,0.287,0.00208
ELPA,8364000,IBWC-08-3640,NH3,2004,REG,907,23.5,5230,0.695,0.0282
ELPA,8364000,IBWC-08-3640,NH3,2005,REG,33.4,13.5,69.2,0.0578,0.00104
ELPA,8364000,IBWC-08-3640,NH3,2006,REG,15.2,7.8,26.7,0.0367,0.000472
ELPA,8364000,IBWC-08-3640,NH3,2007,REG,153,30.6,469,0.298,0.00475
ELPA,8364000,IBWC-08-3640,NH3,2008,REG,75,14.1,238,0.161,0.00233
ELPA,8364000,IBWC-08-3640,NH3,2009,REG,42.3,11.7,110,0.0617,0.00131
ELPA,8364000,IBWC-08-3640,NH3,2010,REG,39.9,16.5,81.8,0.0257,0.00124
ELPA,8364000,IBWC-08-3640,NH3,2011,REG,286,38.2,1050,0.204,0.00888
ELPA,8364000,IBWC-08-3640,NH3,2012,REG,63.7,21.6,148,0.194,0.00198
ELPA,8364000,IBWC-08-3640,NH3,2013,REG,62.3,18.5,156,0.286,0.00193
ELPA,8364000,IBWC-08-3640,NH3,2014,REG,119,23,371,0.572,0.00369
ELPA,8364000,IBWC-08-3640,NH3,2015,REG,57.2,11.1,179,0.247,0.00178
ELPA,8364000,IBWC-08-3640,NH3,2016,REG,9.72,2.62,25.7,0.0314,0.000302
ELPA,8364000,IBWC-08-3640,NO3_NO2,1993,REG,232,207,259,0.72,0.0072
ELPA,8364000,IBWC-08-3640,NO3_NO2,1994,REG,225,202,251,0.968,0.00699
ELPA,8364000,IBWC-08-3640,NO3_NO2,1995,REG,247,218,279,1.4,0.00767
ELPA,8364000,IBWC-08-3640,NO3_NO2,1996,REG,230,205,256,2.31,0.00714
ELPA,8364000,IBWC-08-3640,NO3_NO2,1997,REG,220,197,245,2.31,0.00683
ELPA,8364000,IBWC-08-3640,NO3_NO2,1998,REG,178,142,220,1.77,0.00553
ELPA,8364000,IBWC-08-3640,NO3_NO2,1999,REG,285,218,366,3.51,0.00885
ELPA,8364000,IBWC-08-3640,NO3_NO2,2000,REG,232,199,269,2.35,0.0072
ELPA,8364000,IBWC-08-3640,NO3_NO2,2001,REG,246,213,283,2.15,0.00764
ELPA,8364000,IBWC-08-3640,NO3_NO2,2002,REG,236,201,276,1.41,0.00733
ELPA,8364000,IBWC-08-3640,NO3_NO2,2003,REG,126,98.7,158,0.539,0.00391
ELPA,8364000,IBWC-08-3640,NO3_NO2,2004,REG,76.4,62.3,92.8,0.0585,0.00237
ELPA,8364000,IBWC-08-3640,NO3_NO2,2005,REG,138,114,165,0.239,0.00428
ELPA,8364000,IBWC-08-3640,NO3_NO2,2006,REG,175,138,218,0.422,0.00543
ELPA,8364000,IBWC-08-3640,NO3_NO2,2007,REG,206,163,256,0.401,0.0064
ELPA,8364000,IBWC-08-3640,NO3_NO2,2008,REG,226,154,322,0.486,0.00702
ELPA,8364000,IBWC-08-3640,NO3_NO2,2009,REG,222,186,262,0.324,0.00689
ELPA,8364000,IBWC-08-3640,NO3_NO2,2010,REG,213,174,258,0.137,0.00661
ELPA,8364000,IBWC-08-3640,NO3_NO2,2011,REG,162,136,192,0.116,0.00503
ELPA,8364000,IBWC-08-3640,NO3_NO2,2012,REG,114,90.7,142,0.348,0.00354
ELPA,8364000,IBWC-08-3640,NO3_NO2,2013,REG,41.4,NA,NA,0.19,0.00129
ELPA,8364000,IBWC-08-3640,NO3_NO2,2014,REG,60.3,43.6,81.4,0.29,0.00187
ELPA,8364000,IBWC-08-3640,NO3_NO2,2015,REG,99.3,67.1,142,0.43,0.00308
ELPA,8364000,IBWC-08-3640,NO3_NO2,2016,REG,173,120,241,0.558,0.00537
ELPA,8364000,IBWC-08-3640,OP,1997,REG,4.87,3.72,6.27,0.0512,0.000151
ELPA,8364000,IBWC-08-3640,OP,1998,REG,4.65,3.4,6.2,0.0463,0.000144
ELPA,8364000,IBWC-08-3640,OP,1999,REG,3.32,2.33,4.59,0.0409,0.000103
ELPA,8364000,IBWC-08-3640,OP,2000,REG,5.46,4.03,7.24,0.0552,0.00017
ELPA,8364000,IBWC-08-3640,OP,2001,REG,5.77,4.74,6.95,0.0505,0.000179
ELPA,8364000,IBWC-08-3640,OP,2002,REG,15.2,9.9,22.4,0.0909,0.000472
ELPA,8364000,IBWC-08-3640,OP,2003,REG,31.2,0.201,209,0.133,0.000969
ELPA,8364000,IBWC-08-3640,OP,2004,REG,1310,75.9,6320,1,0.0407
ELPA,8364000,IBWC-08-3640,OP,2005,REG,165,89.7,278,0.286,0.00512
ELPA,8364000,IBWC-08-3640,OP,2006,REG,76.5,51,110,0.184,0.00238
ELPA,8364000,IBWC-08-3640,OP,2007,REG,70.3,44.1,107,0.137,0.00218
ELPA,8364000,IBWC-08-3640,OP,2008,REG,54.7,33.1,85.1,0.118,0.0017
ELPA,8364000,IBWC-08-3640,OP,2009,REG,65.3,37.7,106,0.0953,0.00203
ELPA,8364000,IBWC-08-3640,OP,2010,REG,107,63,171,0.069,0.00332
ELPA,8364000,IBWC-08-3640,OP,2011,REG,158,112,216,0.113,0.00491
ELPA,8364000,IBWC-08-3640,OP,2012,REG,103,70.9,145,0.314,0.0032
ELPA,8364000,IBWC-08-3640,OP,2013,REG,179,121,257,0.823,0.00556
ELPA,8364000,IBWC-08-3640,OP,2014,REG,186,109,297,0.894,0.00577
ELPA,8364000,IBWC-08-3640,OP,2015,REG,25.4,14.8,40.8,0.11,0.000789
ELPA,8364000,IBWC-08-3640,OP,2016,REG,30.6,18.2,48.3,0.0987,0.00095
ELPA,8364000,IBWC-08-3640,SI,1997,REG,1500,1340,1670,15.8,0.0466
ELPA,8364000,IBWC-08-3640,SI,1998,REG,1800,1610,2010,17.9,0.0559
ELPA,8364000,IBWC-08-3640,SI,1999,REG,1380,1150,1640,17,0.0428
ELPA,8364000,IBWC-08-3640,SI,2000,REG,1510,1370,1660,15.3,0.0469
ELPA,8364000,IBWC-08-3640,SI,2001,REG,1740,1570,1930,15.2,0.054
ELPA,8364000,IBWC-08-3640,SI,2004,REG_3,54100,28000,95000,41.4,1.68
ELPA,8364000,IBWC-08-3640,SI,2005,REG_3,19900,13200,28800,34.4,0.618
ELPA,8364000,IBWC-08-3640,SI,2006,REG_3,9510,7150,12400,22.9,0.295
ELPA,8364000,IBWC-08-3640,SI,2007,REG_4,13500,10800,16700,26.3,0.419
ELPA,8364000,IBWC-08-3640,SI,2008,REG,10900,9490,12400,23.4,0.338
ELPA,8364000,IBWC-08-3640,SI,2009,REG,16900,13700,20700,24.7,0.525
ELPA,8364000,IBWC-08-3640,SI,2010,REG,30100,23300,38200,19.4,0.934
ELPA,8364000,IBWC-08-3640,SI,2011,REG,28400,22100,36000,20.3,0.882
ELPA,8364000,IBWC-08-3640,SI,2012,REG,8830,4930,14600,26.9,0.274
ELPA,8364000,IBWC-08-3640,SI,2013,REG,7060,5950,8310,32.5,0.219
ELPA,8364000,IBWC-08-3640,SI,2014,REG,7770,6490,9230,37.4,0.241
ELPA,8364000,IBWC-08-3640,SI,2015,REG,4550,3750,5470,19.7,0.141
ELPA,8364000,IBWC-08-3640,SSC,1993,REG,317000,253000,393000,984,9.84
ELPA,8364000,IBWC-08-3640,SSC,1994,REG,340000,254000,444000,1460,10.6
ELPA,8364000,IBWC-08-3640,SSC,1995,REG,639000,469000,850000,3620,19.8
ELPA,8364000,IBWC-08-3640,SSC,1996,REG,270000,215000,333000,2710,8.38
ELPA,8364000,IBWC-08-3640,SSC,1997,REG,298000,233000,375000,3130,9.25
ELPA,8364000,IBWC-08-3640,SSC,1998,REG,150000,118000,188000,1490,4.66
ELPA,8364000,IBWC-08-3640,SSC,1999,REG,377000,266000,520000,4640,11.7
ELPA,8364000,IBWC-08-3640,SSC,2000,REG,254000,182000,345000,2570,7.89
ELPA,8364000,IBWC-08-3640,SSC,2001,REG,350000,263000,457000,3060,10.9
ELPA,8364000,IBWC-08-3640,SSC,2002,REG,270000,176000,398000,1610,8.38
ELPA,8364000,IBWC-08-3640,SSC,2003,REG,95900,69200,130000,410,2.98
ELPA,8364000,IBWC-08-3640,SSC,2004,REG,117000,67000,189000,89.6,3.63
ELPA,8364000,IBWC-08-3640,SSC,2005,REG,215000,155000,291000,372,6.67
ELPA,8364000,IBWC-08-3640,SSC,2006,REG,444000,216000,815000,1070,13.8
ELPA,8364000,IBWC-08-3640,SSC,2007,REG,363000,245000,519000,706,11.3
ELPA,8364000,IBWC-08-3640,SSC,2008,REG,359000,244000,510000,772,11.1
ELPA,8364000,IBWC-08-3640,SSC,2009,REG,415000,281000,592000,606,12.9
ELPA,8364000,IBWC-08-3640,SSC,2010,REG,471000,292000,721000,304,14.6
ELPA,8364000,IBWC-08-3640,SSC,2011,REG,162000,124000,207000,116,5.03
ELPA,8364000,IBWC-08-3640,SSC,2012,REG,103000,57900,169000,314,3.2
ELPA,8364000,IBWC-08-3640,SSC,2013,REG,38600,26200,54900,177,1.2
ELPA,8364000,IBWC-08-3640,SSC,2014,REG,87400,63000,118000,420,2.71
ELPA,8364000,IBWC-08-3640,SSC,2015,REG,186000,103000,312000,805,5.77
ELPA,8364000,IBWC-08-3640,TN,1993,REG,591,518,673,1.83,0.0183
ELPA,8364000,IBWC-08-3640,TN,1994,REG,622,563,686,2.68,0.0193
ELPA,8364000,IBWC-08-3640,TN,1995,REG,879,788,977,4.97,0.0273
ELPA,8364000,IBWC-08-3640,TN,1996,REG,758,683,839,7.61,0.0235
ELPA,8364000,IBWC-08-3640,TN,1997,REG,749,651,859,7.87,0.0233
ELPA,8364000,IBWC-08-3640,TN,1998,REG,672,578,778,6.69,0.0209
ELPA,8364000,IBWC-08-3640,TN,1999,REG,801,680,937,9.87,0.0249
ELPA,8364000,IBWC-08-3640,TN,2000,REG,759,652,878,7.68,0.0236
ELPA,8364000,IBWC-08-3640,TN,2001,REG,769,665,884,6.73,0.0239
ELPA,8364000,IBWC-08-3640,TN,2002,REG,680,575,799,4.07,0.0211
ELPA,8364000,IBWC-08-3640,TN,2003,REG,453,387,526,1.94,0.0141
ELPA,8364000,IBWC-08-3640,TN,2004,REG,325,301,351,0.249,0.0101
ELPA,8364000,IBWC-08-3640,TN,2009,REG_3,770,635,924,1.12,0.0239
ELPA,8364000,IBWC-08-3640,TN,2010,REG_3,706,582,850,0.455,0.0219
ELPA,8364000,IBWC-08-3640,TN,2013,REG_PRELIM,215,113,371,0.988,0.00667
ELPA,8364000,IBWC-08-3640,TN,2014,REG_PRELIM,257,207,315,1.24,0.00798
ELPA,8364000,IBWC-08-3640,TN,2015,REG_3,503,387,643,2.18,0.0156
ELPA,8364000,IBWC-08-3640,TN,2016,REG_4,625,453,841,2.02,0.0194
ELPA,8364000,IBWC-08-3640,TP,1993,REG,93.8,70.6,122,0.291,0.00291
ELPA,8364000,IBWC-08-3640,TP,1994,REG,114,89.1,143,0.49,0.00354
ELPA,8364000,IBWC-08-3640,TP,1995,REG,170,131,219,0.962,0.00528
ELPA,8364000,IBWC-08-3640,TP,1996,REG,144,115,178,1.44,0.00447
ELPA,8364000,IBWC-08-3640,TP,1997,REG,174,128,231,1.83,0.0054
ELPA,8364000,IBWC-08-3640,TP,1998,REG,134,91.7,188,1.33,0.00416
ELPA,8364000,IBWC-08-3640,TP,1999,REG,217,129,345,2.67,0.00674
ELPA,8364000,IBWC-08-3640,TP,2000,REG,186,138,246,1.88,0.00577
ELPA,8364000,IBWC-08-3640,TP,2001,REG,190,148,240,1.66,0.0059
ELPA,8364000,IBWC-08-3640,TP,2002,REG,170,107,257,1.02,0.00528
ELPA,8364000,IBWC-08-3640,TP,2003,REG,98,62.8,146,0.419,0.00304
ELPA,8364000,IBWC-08-3640,TP,2004,REG,84.7,69.4,102,0.0649,0.00263
ELPA,8364000,IBWC-08-3640,TP,2005,REG,149,118,185,0.258,0.00463
ELPA,8364000,IBWC-08-3640,TP,2006,REG,230,168,308,0.555,0.00714
ELPA,8364000,IBWC-08-3640,TP,2007,REG,237,179,307,0.461,0.00736
ELPA,8364000,IBWC-08-3640,TP,2008,REG,220,170,281,0.473,0.00683
ELPA,8364000,IBWC-08-3640,TP,2009,REG,192,143,254,0.28,0.00596
ELPA,8364000,IBWC-08-3640,TP,2010,REG,228,161,313,0.147,0.00708
ELPA,8364000,IBWC-08-3640,TP,2011,REG,146,119,178,0.104,0.00453
ELPA,8364000,IBWC-08-3640,TP,2012,REG,95,70.2,126,0.29,0.00295
ELPA,8364000,IBWC-08-3640,TP,2013,REG,52.3,33.9,77.3,0.24,0.00162
ELPA,8364000,IBWC-08-3640,TP,2014,REG,79.8,60.8,103,0.384,0.00248
ELPA,8364000,IBWC-08-3640,TP,2015,REG,145,89.5,222,0.627,0.0045
ELPA,8364000,IBWC-08-3640,TP,2016,REG,193,141,257,0.623,0.00599
BROW,8475000,IBWC-08-4750,NH3,1997,REG,3.85,1.52,8.1,0.0405,0.0000218
BROW,8475000,IBWC-08-4750,NH3,1998,REG,2.34,1.04,4.58,0.0233,0.0000133
BROW,8475000,IBWC-08-4750,NH3,1999,REG,1.31,5.87E-08,0.764,0.0161,0.00000743
BROW,8475000,IBWC-08-4750,NH3,2000,REG,1.59,0.251,5.44,0.0161,0.00000902
BROW,8475000,IBWC-08-4750,NH3,2001,REG,2.93,0.0951,16.2,0.0257,0.0000166
BROW,8475000,IBWC-08-4750,NH3,2002,REG,9.19,1.43,31.6,0.055,0.0000521
BROW,8475000,IBWC-08-4750,NH3,2003,REG,19.5,3.6,62.2,0.0834,0.000111
BROW,8475000,IBWC-08-4750,NH3,2004,REG,188,68.5,416,0.144,0.00107
BROW,8475000,IBWC-08-4750,NH3,2005,REG,82.7,35.7,164,0.143,0.000469
BROW,8475000,IBWC-08-4750,NH3,2006,REG,160,66.9,324,0.386,0.000907
BROW,8475000,IBWC-08-4750,NH3,2007,REG,120,45,262,0.233,0.000681
BROW,8475000,IBWC-08-4750,NH3,2008,REG,33.9,0.211,228,0.0729,0.000192
BROW,8475000,IBWC-08-4750,NH3,2009,REG,68.9,13.7,212,0.101,0.000391
BROW,8475000,IBWC-08-4750,NH3,2010,REG,48.8,15.6,117,0.0315,0.000277
BROW,8475000,IBWC-08-4750,NH3,2011,REG,36.5,8.71,103,0.0261,0.000207
BROW,8475000,IBWC-08-4750,NH3,2012,REG,8.31,3,18.6,0.0254,0.0000471
BROW,8475000,IBWC-08-4750,NH3,2013,REG,4.45,1.61,9.95,0.0205,0.0000252
BROW,8475000,IBWC-08-4750,NH3,2014,REG,4.72,1.02,14,0.0227,0.0000268
